one,two,three,four,key
0.6212848618623013,0.6568708004904932,0.10692262861554191,0.5774046606390139,B
0.8992818152797407,0.8635697168833874,0.38031268753249003,0.8725139963716124,B
0.6689695754694794,0.622358736494952,0.7626056682336957,0.8733183988558547,B
0.9291558005796667,0.48508939732223755,0.414400620161286,0.804486457234793,F
0.2724616009800389,0.48964018863786385,0.06292874135126203,0.33402264115011815,G
0.024687441035716517,0.08806153498173819,0.8428560328424428,0.11076998801170812,D
0.16848024772453918,0.5474190137408104,0.5463100026212806,0.7421188833923713,H
0.10548114859323421,0.1712374695152955,0.0929938206509755,0.1483288316996464,F
0.2910643458835114,0.845382822167542,0.10921959381486979,0.3943128348857473,A
0.9151447154528884,0.5803477287057179,0.017980686744326846,0.3853417589228375,C
0.29801218438789845,0.7175450339360374,0.625517364581636,0.288724391278938,A
0.9437220055230747,0.29364149729739275,0.5146587599226284,0.2574418262000173,F
0.7422210607201426,0.0046784225759815,0.11263508657144838,0.8762828073723653,H
0.8528474942660326,0.7638950684634201,0.07006476243705007,0.9350135223919884,F
0.04794341024451687,0.48263082243737276,0.36856948775345943,0.21265982332324262,H
0.6949190298918265,0.5877360521670688,0.8193347861993492,0.9319977553802442,B
0.8000855956933246,0.28145004610872104,0.9506876802554299,0.3051813332565969,C
0.3880517584211065,0.8494481669047804,0.7351028481487483,0.39428651359883327,E
0.9760557186344262,0.32706032540573904,0.6666783766528803,0.8701503764775099,F
0.408896408004469,0.0978843049510848,0.12734865420149,0.3259613790973138,E
0.8639685513436495,0.969558766207754,0.15905693117003195,0.017227736769584667,E
0.43528233166754116,0.030821711889431502,0.742825859226661,0.8426691918937059,F
0.38770537727686427,0.6245062472205851,0.6556530315588001,0.869476170376859,H
0.7891598991299127,0.38691406379319926,0.06250785548742288,0.22372977140638572,F
0.40676621689473147,0.31303534635719754,0.9660236023999231,0.6520128257647754,F
0.554737406466351,0.27983967417102873,0.9862109452959981,0.2592833067869056,E
0.8585395195966565,0.9229941703676807,0.5792153823246535,0.7146327161697698,E
0.6702995257536165,0.19421434390580083,0.5244935868504466,0.21572321255111226,C
0.7120408286686589,0.5389066377133878,0.7161950585110417,0.9046991145686852,G
0.9328643262190156,0.37736839398299615,0.3323760401088621,0.8393586932518248,H
0.00774155216091843,0.43878378340729596,0.7852891448926701,0.030943143813680685,C
0.2176650170147385,0.12401464808466767,0.28414532183014274,0.6460524367854412,A
0.9282086845637401,0.6270917534131102,0.7950871326369384,0.7171140614383704,H
0.9612470786921805,0.5726675796719156,0.6071681401791625,0.0021035555388631,H
0.8871831152630306,0.9916529025515399,0.4001951308540259,0.45181781717194947,B
0.8038217224620203,0.5922179019274479,0.042320104497777344,0.0638379693386174,A
0.40893785259536897,0.97744914449175,0.1917516527784917,0.8157653092109214,D
0.8926647317337756,0.45218874524065067,0.5075549033535472,0.25210957036005976,A
0.9367908653096142,0.1681918425691189,0.431279578157559,0.12609119976401317,G
0.19423610456390727,0.8477898722160101,0.09402757770321735,0.7369950368997896,C
0.2562526364293194,0.7709402442159402,0.19169251951761035,0.19378334647711548,A
0.9032289546453901,0.9082147154968825,0.5084096413888448,0.6352640717090975,E
0.43227405490499915,0.12056412893178903,0.1622726105899127,0.32681447367844874,D
0.20909237537861913,0.1978196690555829,0.35812451530472256,0.7303329312738002,E
0.9270828654319423,0.9080710453592435,0.4862980786657831,0.3722663128277628,D
0.2303061150230603,0.36672655357111705,0.17438392816030424,0.6841917390289436,F
0.11719532039154901,0.3212831550768004,0.8746183126834693,0.4676686876957966,C
0.4538762058564725,0.15976675510761262,0.25051007477877696,0.6456764981123694,D
0.1392493513524654,0.7728657142148773,0.8963138303582556,0.3710104831951593,F
0.08718406436265436,0.11970656746153219,0.7842478292022114,0.8763914587761515,E
0.772412257863888,0.6496667835158272,0.1112871913660316,0.338669176326411,D
0.5907279122591028,0.00989841809676073,0.2237079523073553,0.14780948277351025,H
0.7246080289353797,0.8656134491919592,0.543175354085164,0.3117673725803043,G
0.8756534778570851,0.05669996095381458,0.7683336665292672,0.2607871935228011,D
0.23501035963259598,0.1007393454941089,0.9122567634565717,0.0005128211687932538,F
0.6123920428473638,0.12807749561705417,0.3535910368083184,0.994288001570166,B
0.48651286308192354,0.9762858529620579,0.6688169806877237,0.0009896686020465228,E
0.4307780698744149,0.4257684831620112,0.1364930778740251,0.06632200112401265,D
0.4187134958515659,0.5534456621927406,0.3669084484862877,0.4118541708532538,D
0.1251481871696477,0.9293198126334998,0.15874838809625214,0.32109541441412526,A
0.08091639327708633,0.32544133927200136,0.49639927053255584,0.4818181251720327,D
0.6947326955211466,0.6463269668956078,0.4672803350006107,0.7843961730148127,C
0.8078729060346582,0.9150658565722348,0.7684586119730038,0.8947472923889845,H
0.40483958293157096,0.22964340541020478,0.38297189537922915,0.7825985313274368,H
0.14350520671034916,0.25044664895776614,0.8426111581503718,0.5427750013181215,E
0.9692861767808337,0.5575260403422051,0.7079139219950401,0.3480541286738337,E
0.17447628670029225,0.3841968966557364,0.29013107235614255,0.5324301713736278,H
0.7660399501413002,0.011733253035615676,0.7668108868625951,0.9317264763074543,A
0.2760956902364332,0.9105309992126817,0.6645858220199254,0.11577691007137347,H
0.7674692600793951,0.48034067403841896,0.7046262478982743,0.9408604860354305,H
0.7302644493017786,0.2432130847283236,0.7847661343798638,0.28028877701373944,D
0.882941674712623,0.13413071946900224,0.7591925279142362,0.11793868932184437,H
0.1175677902731126,0.3884640579888414,0.42738427850747895,0.6106407709705801,F
0.169587138555218,0.8981455157988968,0.5473209096755249,0.053941936352599695,A
0.0842435530319755,0.7456686126310025,0.7687708857829012,0.0525352383174722,G
0.5744333547632656,0.32465236024983324,0.9882278126488703,0.6356249755785247,D
0.573887323528869,0.230346543741749,0.652560211588081,0.8225130024483679,H
0.13798293702307207,0.4553091884062549,0.7595833330444023,0.4056931350964208,D
0.8789195277626197,0.9381921767223667,0.9102264209352827,0.8764452579857029,G
0.9998906993886496,0.6632465899818822,0.24733175137864272,0.9363158853607996,H
0.4588726835649114,0.658080010036887,0.3228554327757689,0.2919470385449613,G
0.20506919097267218,0.9925234240344613,0.6777533729250178,0.16919336814349406,E
0.0977718008185291,0.37711591551014734,0.7842717948934406,0.4259431940773002,E
0.9758286593375569,0.1953984303412334,0.6084018495179246,0.02634904892823564,E
0.3497325571894754,0.954942080235627,0.0286649670680742,0.036077316427226336,H
0.8277327882262834,0.26131795220150633,0.06990128866101186,0.139031404034343,H
0.11482479589006744,0.7450818808463455,0.7127009641270591,0.44134901611383504,H
0.9148458630076711,0.2882959250566962,0.2668713499346175,0.906865912706345,F
0.05970196291089758,0.39737804242619346,0.8047801129977927,0.7407995552975134,A
0.4173318941920373,0.09659802564929998,0.521331089074212,0.9208259299649587,H
0.2073317840345945,0.13674000913153472,0.39614810592234473,0.5482516026369582,D
0.7328328756761275,0.44700393788327375,0.906509300891089,0.6316046404620306,E
0.5931568412285513,0.4056367886904886,0.3825182786085337,0.4902669594995681,H
0.09813766164722582,0.7312791636889198,0.7874834316585103,0.17702860515343644,E
0.2551279254798958,0.41024229955426783,0.03380241273577622,0.6500055005329844,C
0.511235621199644,0.0013534056896339353,0.6122974637642619,0.22600549573952466,E
0.27629698684788095,0.2986950591259967,0.8971717564769546,0.2806943018352105,C
0.44076735984774806,0.10498940386306399,0.8674833575676084,0.10922026461977707,E
0.8362341532705554,0.9558272029206549,0.8719346857476642,0.4017591698127626,D
0.7587306955917248,0.15075394482924098,0.7597266661557004,0.5834022125949248,C
0.19975116490461708,0.6755447525423803,0.28509067671692034,0.6382100171398585,C
0.9801704483622709,0.7872092301823681,0.5677610171973383,0.6141133142323018,D
0.42856854118043775,0.09419059167105626,0.9619666655738189,0.9813168776742699,E
0.14697961105778812,0.25806404686496165,0.8269871111641399,0.722518029658569,C
0.9984127183372576,0.24359688453859363,0.015550821791621372,0.6296026418127852,H
0.242776021376802,0.8778887249643595,0.11897419942525733,0.48324484240731,F
0.7375269278634381,0.38734553222631707,0.9969410830709352,0.5252228610393588,D
0.9531755758153924,0.23054261186965197,0.1981608571017328,0.635099662171124,A
0.5200927255060884,0.36247055661389194,0.08192577275666102,0.5032618456972265,G
0.06519694244058738,0.08218212516655776,0.5486909718288024,0.38378540890837065,B
0.20789827951819617,0.7402001509817968,0.748772315656577,0.2761675625133496,F
0.21120884870826395,0.0022164463731787487,0.02559929941193506,0.19094849201513286,B
0.4081130401849672,0.7445407432222968,0.6696178978904026,0.6724113416184618,H
0.07933120237332514,0.514540390046808,0.7486711057863294,0.4630831030503011,G
0.5213842902007387,0.6407213387723584,0.7325001611651814,0.6324720655163446,A
0.3349506092357448,0.047565747087301324,0.344019925558131,0.09692201836744319,B
0.09682799735828373,0.12688877349460181,0.4668301974584609,0.18660432313034836,H
0.7729648814912764,0.4823667518014403,0.7820655220767616,0.4499005980451767,E
0.4415694754749897,0.0533313712040937,0.556084124660147,0.8669524236220382,E
0.5279237397589133,0.4292299295264854,0.175212450309286,0.7381341739200199,F
0.7979719107040264,0.2597183810684255,0.0903611018007302,0.3087775421592033,E
0.2048320894387825,0.47761856496481436,0.5192740454715146,0.7468762876660648,A
0.4988130572511681,0.04768025922854069,0.0064224139739356145,0.8771517228545042,C
0.9210124916936319,0.7022678344949715,0.25404272340517997,0.6994160795705976,G
0.0016947734012340288,0.0862183948713161,0.47847109906625196,0.6718878300130192,D
0.7534711836834032,0.8469484612452133,0.19087451162710534,0.2368149895283319,H
0.11339902466656249,0.17957838334185072,0.9615920980631641,0.4210060161591803,H
0.5205897440810839,0.023975150697776004,0.44502812879340514,0.11457074946680013,G
0.49154897844145307,0.759065739566673,0.5178041381230792,0.06848306233635015,A
0.8804376870434976,0.12681222063044595,0.5744407320423777,0.3436946961785725,C
0.6604020146728277,0.18327398000619188,0.2635636595926615,0.09727009802386521,A
0.0032423762418640756,0.3654386093529586,0.8184666347279884,0.6305401605339792,C
0.8542006908202633,0.07931557036696657,0.44877029340680674,0.7118276379001918,E
0.24438813201482645,0.17945159223051343,0.871867826417782,0.10456192503997319,C
0.5839224531918235,0.8260644598955452,0.04252427045165186,0.15990662980461534,A
0.8086138923163051,0.5562672202603965,0.7466586127320198,0.38981000801708854,B
0.8955054394577799,0.2968510281047694,0.14673970985983864,0.26981377691764985,D
0.9212665429975803,0.307300432173917,0.820114843305395,0.4007573246477142,B
0.8099139447486464,0.7824389925307912,0.9185899668915077,0.4195649339207359,D
0.6931007909075069,0.982895164994457,0.4965140296728613,0.5359324923327875,D
0.7226032398258131,0.6862748085721654,0.0008802570363272144,0.8030836885995416,C
0.583925705044897,0.8887552728773869,0.01736145155580604,0.3114226748604494,H
0.9260341118063107,0.15679432185565412,0.23791079839559948,0.48278004371858174,C
0.49364018978599744,0.9839867296912019,0.15166929042160648,0.5719107433003462,A
0.0592383575043639,0.7373294999807696,0.4633135688972515,0.935948359753132,B
0.3953621460214993,0.27533284090911514,0.9749718141331509,0.5834281166374157,G
0.8177661284333748,0.9071226154911622,0.42659819690514167,0.01360399994851258,D
0.6525603713541517,0.7744138554033345,0.5890117672231409,0.11247413175654308,H
0.39289588004875264,0.771054691501779,0.3681755292769733,0.2159547725474954,F
0.7774615520749796,0.8048154711123341,0.4583579433918763,0.6379877415595836,H
0.17371567296333912,0.5515124754476189,0.6433756342233409,0.8792751615269775,A
0.36098987669285465,0.3589391762996602,0.34672842698010575,0.8739664860158266,F
0.4095751087040975,0.8493779705088312,0.016792818047812963,0.061816012352378324,E
0.4882185258250794,0.023602994268260513,0.1790058126665588,0.8953873299058314,C
0.38604466429629436,0.0721704961719406,0.012172968231559,0.13019010560750677,E
0.05401314066759422,0.4728797909850593,0.9209105704035807,0.9628184315526211,F
0.6706207378829924,0.017723699188333164,0.0769518725750663,0.3005226485909278,B
0.09549649646867264,0.9669915762639236,0.8727555744814339,0.4208763813048473,F
0.7613930996543015,0.7603525597556309,0.6041750125596743,0.41861891383979666,B
0.688160707999807,0.909020608602579,0.7968570637040183,0.906161846718828,G
0.21271197487250704,0.33555434856671496,0.8658089371777589,0.12292575086311353,F
0.9493176568842492,0.4385917144512147,0.1572805210990954,0.8516604616702993,G
0.5686050610273111,0.20567141764603947,0.03151884755928491,0.7060027692980446,C
0.7057789849140415,0.38061313302776867,0.9892933080865683,0.7827645462897905,F
0.07155393974389845,0.38479274067530544,0.19337427491932457,0.24667632058733502,G
0.4420473618523101,0.48928136896155505,0.5727335015472712,0.25813674713367474,D
0.34722571938074887,0.07906394208871137,0.5081127124416129,0.32404593425618977,F
0.8604004354953381,0.5033559018918894,0.5871230555126029,0.2309607856073439,B
0.10728298109522683,0.5984713010118643,0.6761319792110577,0.5198181540670122,A
0.05548356059134718,0.6433731432199286,0.1160489928108398,0.008357075198108466,E
0.39971719321655375,0.5505370645128747,0.9419172698864066,0.5544527531518165,B
0.8883085804994888,0.7111016402032494,0.28743743957529866,0.738787559522073,F
0.18254556757736262,0.7417077152398442,0.46201744337427697,0.5976209905900033,G
0.6987332907151654,0.5906033689040173,0.5215970242772113,0.08147608069648804,C
0.6104287466726025,0.9981481990887854,0.6696559830745284,0.55646225655121,H
0.0006284181438538372,0.6098476974245228,0.5051355117862144,0.28903627587007186,D
0.12505106364369567,0.06403686328201197,0.775349149965177,0.4533238518594679,B
0.5440612765455929,0.5729986032571043,0.2688325544273591,0.8505895696963112,F
0.13024991193555724,0.9858269429567226,0.7147664192407902,0.7481564514851019,B
0.9431554740708051,0.6405297930197317,0.9846135602273219,0.8998749607821438,E
0.3023034000437965,0.20341522348385888,0.3704989566087711,0.3111625683085272,D
0.5762524629731274,0.8662844414846376,0.5466322495310134,0.8544001189517081,H
0.4332726050367913,0.9422255168528022,0.496785317526075,0.6182346938135082,H
0.8593798054952648,0.6090574384146316,0.25035991040597216,0.024011278537397707,A
0.2611530512555087,0.16841048879835385,0.6089553493512092,0.9229311195801831,G
0.292224571607973,0.9667965562066733,0.44956603260154226,0.12390499481378181,G
0.05148773096617565,0.4121875282029869,0.5303112142682954,0.8529318905484636,H
0.24398258929341654,0.8823404020073485,0.39442493150859503,0.12990822990690698,A
0.993331296649987,0.24053399958110677,0.33400231122407753,0.3525953490398721,H
0.7049827756926647,0.04525146116776613,0.9077629976960272,0.3127976060902238,H
0.6679796239158234,0.5029345948675293,0.864354206496949,0.5471733550649865,F
0.5451160601306654,0.016848136724247786,0.7785932687684826,0.11173672117199851,E
0.339252989140587,0.7626802130161127,0.37291848199360567,0.6986750944936051,C
0.9968916864417027,0.22274357488143126,0.18052111753329647,0.9847437824030482,F
0.8782327938901564,0.06373467916578401,0.2014791850512221,0.3084069123620802,A
0.779601066612333,0.39597770277400035,0.03483755658370469,0.07358029613428374,H
0.5167183679810775,0.7153012900800787,0.33186235078851334,0.10998851613966465,C
0.7103450509147795,0.4651291302041629,0.13813102438571712,0.2598159250500365,B
0.6033666125149361,0.7859732035606545,0.8441012623524954,0.4157808504361411,E
0.39327163569434476,0.07696605943693202,0.3752619525029356,0.8621207566468526,C
0.5536835095541897,0.03881462460707874,0.7765118324730267,0.5731086509531659,D
0.9248670163348616,0.2999625520997926,0.09185534476216173,0.9974937509322342,C
0.012464382065234703,0.3459892040748007,0.834682541396992,0.36758370660112716,F
0.6038667978894512,0.8278715766069586,0.30361718226853507,0.02342029620234265,A
0.1996757658936139,0.8094417607134146,0.6017389566428852,0.732221050217449,E
0.42556921582625185,0.48362037822965853,0.6442773995052773,0.1679923535405149,H
0.6291602869379039,0.7327070382113503,0.7969704703616525,0.22334482897732288,F
0.42883879582233,0.9166238411872263,0.09455476149709252,0.029408873952471937,F
0.8340309027614602,0.959043511364689,0.20217473809444164,0.7250101100862042,H
0.6515248262221925,0.09418695775418928,0.8328387785239979,0.05334070661535473,D
0.6791556564433158,0.15219137630005752,0.8359396569176779,0.16148562164220426,D
0.8060426776351373,0.8777544721689743,0.003514875371791959,0.1932383995889857,F
0.23333059871031447,0.11903068392430471,0.7898736854935409,0.8056496016786933,H
0.2932607240374512,0.15353805626122796,0.13587539052854936,0.8069067316572361,A
0.2836093447258746,0.9991938762176742,0.6572403063844713,0.18043625929880336,H
0.6910517350108902,0.9813293636919251,0.9010583259925126,0.4490582454946501,G
0.05608127200984103,0.847962648387349,0.005288929465178782,0.6762943845540257,A
0.0026973340062734774,0.926374580455333,0.5749327706745079,0.6369996847029805,B
0.7626256359334553,0.7236071809641516,0.4637686078977473,0.7037959880677137,H
0.7822791376649412,0.8684873359639237,0.3505697929131243,0.4068768443567031,F
0.4135994124414304,0.09072998749372652,0.1613456506172979,0.3819759001388908,G
0.8283779587584902,0.8653929068271635,0.11485077293277035,0.19332876157629508,D
0.5120190956399822,0.6507999629199452,0.373133418521867,0.3427905785703539,F
0.8659228437618357,0.1431094729505964,0.27566172334347117,0.6976529917655311,B
0.43625445756132586,0.1872112788817083,0.8984227632830654,0.029152158478529255,F
0.40988843273019515,0.13640076289187653,0.7968210417008454,0.216681357275053,C
0.3519615853042227,0.7814242279538822,0.14243741465691928,0.5064616032504909,E
0.4563430012191583,0.3243042845728876,0.9394174802540499,0.052113167154934636,E
0.6768059094781702,0.07814926886823859,0.5729534580749182,0.7178043361917795,G
0.2880743871224457,0.08198639665676499,0.6030128783176574,0.02737271455643231,D
0.3901932273193509,0.19608545085011753,0.24081999237196494,0.23237721521568755,C
0.0209559954281755,0.712764424524265,0.5298307173138145,0.6171906379293122,B
0.24780359958650056,0.10409591793151107,0.5726213849700442,0.3482794001087499,E
0.1697053371355971,0.7713383697737559,0.19892301773035226,0.5647051471715121,C
0.3261917472412297,0.16554665838546945,0.8272940343588052,0.44662077787917853,G
0.4060811604572182,0.14837085616039503,0.5520488616062174,0.27206889977445603,H
0.9638026479348135,0.332819902540168,0.5823112716642,0.9280426899689229,E
0.09741225175975965,0.32837902789485807,0.4439022895247551,0.4480386438291507,G
0.20921534787632834,0.11184571816758893,0.812304007816741,0.928265962396608,D
0.4350068161403393,0.7090999313736674,0.3673396326005737,0.14327608642006517,C
0.3675362610610372,0.3622405786508561,0.15725690283945015,0.010988323448911319,H
0.7507481255510948,0.700427164498228,0.15104293508472,0.9487746409197088,A
0.47461554445194376,0.5297766464000851,0.869182894669801,0.8916115831057863,H
0.5667976976746231,0.45012383006429646,0.4088618257338611,0.23699210105491253,H
0.09184057477231256,0.21151717983839502,0.3992558784287842,0.2720547389339768,D
0.5739111663473316,0.12812195373254354,0.5526967416202225,0.12977837040251472,D
0.37828516154163905,0.7283972726577671,0.9221337063144394,0.7822854655051369,D
0.19540366529052533,0.10583635321926654,0.48315067645800724,0.41744803278161435,A
0.19711551059595067,0.5412844386409076,0.06067278947190424,0.2588520233340822,B
0.11151802807656352,0.12512887027855024,0.10045234770878275,0.8985205513043323,H
0.5454014065536594,0.0878209757875218,0.751824884845928,0.4269194664831032,H
0.23567595437133848,0.8596087767278922,0.5865881470464012,0.7424282604785397,H
0.25046671794928743,0.48616902754042746,0.17753191685734682,0.8783484973501187,H
0.32400848167422336,0.8743959946328669,0.04629817462791075,0.06894100648306922,B
0.7191030581085353,0.5319519364109071,0.930563842492929,0.31806002951295476,D
0.1239558159741776,0.88019085169247,0.3193881843952501,0.013287248156314435,G
0.13947792936853676,0.5090860061401697,0.27526978454931184,0.21848934749892857,H
0.02529594537893487,0.048627986526370126,0.07787875798835986,0.27732253766029447,B
0.004429684506592313,0.8537404834693002,0.523498610841762,0.9573607891068091,E
0.36650001144573696,0.5607699244619746,0.04290887435681945,0.9641311617579807,E
0.6549098522593105,0.9048330647486189,0.38735372728879147,0.18404781132934223,G
0.8114284736727599,0.27365619743776637,0.8890808183799888,0.5549790095785061,B
0.15320200565912057,0.20889160686516794,0.7803802231534293,0.7019299733727848,H
0.9137897672622686,0.08325334756880853,0.2403185899016098,0.7617834800530571,B
0.23949310922767364,0.4645846439678286,0.5334014008564991,0.05586428834034729,H
0.14472813164916676,0.6347327352934641,0.49722461125030426,0.004004438615515804,G
0.3128729701238183,0.07434831101545325,0.7694057548104701,0.5895900839305075,B
0.011408184584967618,0.7507039427129674,0.8610168430863103,0.4655863086981583,E
0.05115018108921854,0.013405945449417977,0.1164761376119664,0.08639855593123502,E
